text,intent,emotion,text_length
at home i feel anxious and i want to feel better,anxiety,overwhelmed,48
at home i am happy today today,positive,content,30
at home someone made me furious and i need help,anger,angry,47
in class i feel empty inside and i want to feel better,sadness,hopeless,54
at night i feel forgotten,loneliness,down,25
at night someone close disappointed me and it is affecting me,relationship,worried,61
honestly i am angry at my friend today,anger,upset,38
in class i want to feel better these days,motivation,neutral,41
sometimes i have trouble falling asleep today,sleep,anxious,45
at night i feel worthless sometimes but i do not know what to do,self_esteem,sad,64
at home my relationship is stressful today,relationship,upset,42
in class i feel left out and i need help,loneliness,sad,40
recently i cannot believe in myself but i do not know what to do,self_esteem,confused,64
in class i cannot handle all this pressure and i feel stuck,stress,frustrated,59
at home i miss having someone close and i feel stuck,loneliness,sad,52
at home i procrastinated and exams are near and i want to feel better,academic_pressure,overwhelmed,69
at home how can i start again these days,motivation,neutral,40
honestly i feel stressed and i feel stuck,stress,frustrated,41
in class exam pressure is overwhelming but i do not know what to do,academic_pressure,anxious,67
at night my heart feels heavy because it keeps happening,sadness,upset,56
in class i am tired of dealing with problems because it keeps happening,stress,stressed,71
at night i feel forgotten but i do not know what to do,loneliness,down,54
honestly are you there lately,greeting,neutral,29
sometimes i am getting mad because it keeps happening,anger,upset,53
at home i miss having someone close and it is affecting me,loneliness,lonely,58
at home my heart is racing lately,anxiety,overwhelmed,33
at night how can i start again these days,motivation,hopeful,41
in class i wake up tired right now,sleep,tired,34
honestly i feel like i am not good enough these days,self_esteem,insecure,52
at home i feel anxious but i do not know what to do,anxiety,worried,51
at night thanks that helped me,gratitude,content,30
recently i feel like shouting right now,anger,frustrated,39
i want to keep going and it is affecting me,motivation,tired,43
at home thank you i feel supported and it is affecting me,gratitude,grateful,57
in class i am excited about tomorrow and i need help,positive,determined,52
honestly i do not know how to fix this relationship lately,relationship,sad,58
recently i appreciate your help but i do not know what to do,gratitude,happy,60
at home i do not know how to fix this relationship today,relationship,sad,56
recently i finally made progress please help me,positive,hopeful,47
at night i feel like i am not good enough and i need help,self_esteem,insecure,57
at night i feel calm today because it keeps happening,positive,hopeful,53
recently i miss having someone close,loneliness,down,36
at night i feel restless and tense and i feel stuck,anxiety,worried,51
honestly my sleep is disturbed please help me,sleep,tired,45
at home nothing feels good today lately,sadness,sad,39
in class i feel forgotten right now,loneliness,down,35
sometimes i feel hopeful but i do not know what to do,positive,happy,53
honestly i feel rejected and i want to feel better,relationship,sad,50
in class they do not understand me and i feel stuck,relationship,worried,51
exam pressure is overwhelming and i need help,academic_pressure,worried,45
at home i cannot relax at bedtime today,sleep,stressed,39
in class everyone seems busy without me and i feel stuck,loneliness,down,56
at home i am proud of myself,positive,hopeful,28
in class i procrastinated and exams are near today,academic_pressure,stressed,50
at home i cannot handle all this pressure lately,stress,tired,48
honestly thanks that helped me and i want to feel better,gratitude,grateful,56
sometimes i am confused about my relationship please help me,relationship,sad,60
at home i doubt myself today,self_esteem,insecure,28
in class i am scared i will disappoint everyone these days,self_esteem,sad,58
at home i am angry at my friend right now,anger,angry,41
i feel burned out lately,stress,overwhelmed,24
recently help me stay consistent and it is affecting me,motivation,tired,55
sometimes i cannot sleep these days,sleep,anxious,35
in class my thoughts are moving too fast today,anxiety,worried,46
honestly someone made me furious today,anger,upset,38
honestly i feel burned out but i do not know what to do,stress,overwhelmed,55
in class hey there and i feel stuck,greeting,neutral,35
at night i cannot stop crying but i do not know what to do,sadness,depressed,58
sometimes i am scared i will disappoint everyone but i do not know what to do,self_esteem,hopeless,77
at night they do not understand me and i need help,relationship,sad,50
in class i feel anxious,anxiety,worried,23
honestly i need company right now,loneliness,lonely,33
in class i miss having someone close and i want to feel better,loneliness,sad,62
in class i feel depressed today please help me,sadness,upset,46
recently i am excited about tomorrow lately,positive,hopeful,43
sometimes i need someone to talk to today,greeting,neutral,41
at night can we talk and i need help,greeting,happy,36
at home i need company today,loneliness,lonely,28
sometimes i feel depressed today these days,sadness,depressed,43
i need a small step to begin today,motivation,neutral,34
honestly my thoughts are moving too fast because it keeps happening,anxiety,overwhelmed,67
sometimes i want to build better habits and i need help,motivation,tired,55
i feel forgotten and i need help,loneliness,sad,32
at night i miss having someone close and it is affecting me,loneliness,down,59
at night i am sad and tired right now,sadness,hopeless,37
