text,intent,emotion,text_length,processed_text,processed_length
sometimes i do not know how to fix this relationship,relationship,upset,52,sometimes know fix relationship,31
at night how can i start again and i feel stuck,motivation,determined,47,night start feel stuck,22
at night hey there,greeting,content,18,night hey,9
honestly hey there lately,greeting,happy,25,honestly hey lately,19
sometimes i sleep too late and i need help,sleep,anxious,42,sometimes sleep late need help,30
in class i feel empty inside please help me,sadness,sad,43,class feel empty inside please help,35
at home i had a good day please help me,positive,hopeful,39,home good day please help,25
sometimes i want to hit something and it is affecting me,anger,angry,56,sometimes want hit something affecting,38
i wake up tired because it keeps happening,sleep,tired,42,wake tired keep happening,25
i feel left out,loneliness,sad,15,feel left,9
i am excited about tomorrow please help me,positive,content,42,excited tomorrow please help,28
honestly i feel like i am not good enough and i feel stuck,self_esteem,confused,58,honestly feel like good enough feel stuck,41
recently i need help planning my studies today,academic_pressure,anxious,46,recently need help planning study today,39
in class i feel down for no reason because it keeps happening,sadness,sad,61,class feel reason keep happening,32
at night i want to feel better because it keeps happening,motivation,neutral,57,night want feel better keep happening,37
at home hello i want to chat please help me,greeting,neutral,43,home hello want chat please help,32
honestly i do not know how to fix this relationship these days,relationship,sad,62,honestly know fix relationship day,34
i feel anxious and i feel stuck,anxiety,anxious,31,feel anxious feel stuck,23
in class are you there please help me,greeting,neutral,37,class please help,17
honestly i am grateful for small things today because it keeps happening,gratitude,happy,72,honestly grateful small thing today keep happening,50
in class i am worried something bad will happen these days,anxiety,worried,58,class worried something bad happen day,38
at night i need help planning my studies right now,academic_pressure,worried,50,night need help planning study right,36
honestly i hate how i look and i feel stuck,self_esteem,sad,43,honestly hate look feel stuck,29
at home i feel lonely today,loneliness,lonely,27,home feel lonely today,22
sometimes everyone seems busy without me please help me,loneliness,down,55,sometimes everyone seems busy without please help,49
at night i feel aggressive right now and it is affecting me,anger,angry,59,night feel aggressive right affecting,37
i cannot sleep today,sleep,stressed,20,sleep today,11
honestly i do not know how to fix this relationship right now,relationship,worried,61,honestly know fix relationship right,36
at home i appreciate your help lately,gratitude,content,37,home appreciate help lately,27
at home i feel forgotten these days,loneliness,lonely,35,home feel forgotten day,23
at night i cannot focus on studying today,academic_pressure,stressed,41,night focus studying today,26
honestly i feel isolated please help me,loneliness,sad,39,honestly feel isolated please help,34
at night nobody talks to me please help me,loneliness,lonely,42,night nobody talk please help,29
recently someone made me furious these days,anger,angry,43,recently someone made furious day,33
i need someone to talk to but i do not know what to do,greeting,content,54,need someone talk know,22
sometimes my sleep is disturbed and i feel stuck,sleep,stressed,48,sometimes sleep disturbed feel stuck,36
in class i feel lucky to have support please help me,gratitude,content,52,class feel lucky support please help,36
honestly i need motivation today,motivation,neutral,32,honestly need motivation today,30
at night i feel like shouting lately,anger,upset,36,night feel like shouting lately,31
i want to build better habits these days,motivation,neutral,40,want build better habit day,27
i feel grateful today lately,gratitude,grateful,28,feel grateful today lately,26
in class i am scared i will disappoint everyone these days,self_esteem,insecure,58,class scared disappoint everyone day,36
at home i feel lazy but want to change because it keeps happening,motivation,neutral,65,home feel lazy want change keep happening,41
at night someone close disappointed me right now,relationship,upset,48,night someone close disappointed right,38
honestly thank you for listening and i feel stuck,gratitude,happy,49,honestly thank listening feel stuck,35
in class i appreciate your help these days,gratitude,happy,42,class appreciate help day,25
sometimes i feel hopeful because it keeps happening,positive,determined,51,sometimes feel hopeful keep happening,37
sometimes i am getting mad and it is affecting me,anger,upset,49,sometimes getting mad affecting,31
honestly i keep imagining the worst,anxiety,worried,35,honestly keep imagining worst,29
exam pressure is overwhelming please help me,academic_pressure,overwhelmed,44,exam pressure overwhelming please help,38
honestly i had a good day,positive,hopeful,25,honestly good day,17
at night i finally made progress because it keeps happening,positive,determined,59,night finally made progress keep happening,42
at night i procrastinated and exams are near but i do not know what to do,academic_pressure,stressed,73,night procrastinated exam near know,35
