text,intent,emotion
at home nothing feels good today these days,sadness,depressed
honestly how can i start again and i feel stuck,motivation,tired
hi and i feel stuck,greeting,happy
in class i am confused about my relationship but i do not know what to do,relationship,worried
sometimes how can i pass my exams but i do not know what to do,academic_pressure,stressed
honestly i am worried something bad will happen because it keeps happening,anxiety,overwhelmed
sometimes i feel forgotten because it keeps happening,loneliness,lonely
honestly hello lately,greeting,happy
at home thank you for listening lately,gratitude,grateful
i feel lucky to have support,gratitude,grateful
at night i want to build better habits and i want to feel better,motivation,determined
at night i feel isolated right now,loneliness,lonely
at home i want to hit something lately,anger,frustrated
recently someone close disappointed me and i want to feel better,relationship,confused
sometimes exam pressure is overwhelming and it is affecting me,academic_pressure,overwhelmed
sometimes i want to keep going and it is affecting me,motivation,tired
sometimes i am worried something bad will happen and i need help,anxiety,overwhelmed
honestly i feel anxious lately,anxiety,anxious
in class i feel burned out and it is affecting me,stress,tired
sometimes i feel better now right now,positive,happy
honestly i feel lazy but want to change but i do not know what to do,motivation,neutral
at home hello i want to chat,greeting,neutral
honestly i need a break these days,stress,stressed
recently i am thankful for my friends and i need help,gratitude,content
at night i am proud of myself but i do not know what to do,positive,content
in class i feel more confident and i need help,positive,hopeful
at night i am worried something bad will happen and it is affecting me,anxiety,nervous
recently i am excited about tomorrow please help me,positive,determined
honestly my heart feels heavy these days,sadness,sad
in class i feel worthless sometimes because it keeps happening,self_esteem,confused
sometimes i am stressed because of exams lately,academic_pressure,worried
at home i want to keep going these days,motivation,neutral
in class i miss my friend and it is affecting me,relationship,worried
at night i am angry upon you today,anger,upset
honestly i have trouble falling asleep because it keeps happening,sleep,stressed
in class i cannot stop crying right now,sadness,hopeless
at home i have no one to share this with because it keeps happening,loneliness,sad
honestly i feel forgotten please help me,loneliness,down
in class i miss my friend,relationship,sad
recently i feel left out but i do not know what to do,loneliness,down
honestly i am grateful for small things today and i feel stuck,gratitude,grateful
i want to hit something and i feel stuck,anger,upset
i keep comparing myself to others and it is affecting me,self_esteem,insecure
at home how can i start again and i want to feel better,motivation,tired
in class i feel better now these days,positive,determined
sometimes i need encouragement,motivation,tired
at home help me stay consistent lately,motivation,tired
recently i am stressed because of exams and i want to feel better,academic_pressure,anxious
at night exam pressure is overwhelming and i need help,academic_pressure,stressed
honestly i feel pressure from every side but i do not know what to do,stress,frustrated
at home i am sad and tired please help me,sadness,down
recently i have too many responsibilities,stress,overwhelmed
at home i need someone to talk to,greeting,neutral
i feel hopeless right now today,sadness,upset
at night i am angry upon you and i need help,anger,angry
at night i am thankful for my friends right now,gratitude,content
recently i feel left out and i need help,loneliness,sad
at night i feel grateful today but i do not know what to do,gratitude,content
at home i want to feel better but i do not know what to do,motivation,determined
at home i appreciate your help please help me,gratitude,content
in class i want to improve myself,motivation,hopeful
at home i keep imagining the worst and i need help,anxiety,anxious
at home i am confused about my relationship please help me,relationship,worried
recently nobody talks to me today,loneliness,down
sometimes someone close disappointed me and it is affecting me,relationship,confused
i feel lucky to have support and i need help,gratitude,grateful
in class nothing feels good today and i need help,sadness,upset
